max_visitors,avg_visitors,count_visitors,weekend_visitors,sum_visitors
36,26,2,104,52
15,8,7,114,57
29,18,5,180,90
22,17,5,178,89
15,10,7,140,70
21,21,1,42,21
16,11,2,46,23
43,28,7,402,201
22,22,2,88,44
63,38,2,154,77
56,47,6,572,286
24,11,6,132,66
59,47,6,566,283
34,27,2,108,54
53,47,2,188,94
42,28,6,340,170
25,22,2,88,44
15,10,2,40,20
39,21,2,84,42
22,16,2,64,32
45,39,2,156,78
72,32,7,450,225
27,10,7,146,73
10,6,2,24,12
66,32,6,384,192
25,21,2,84,42
12,11,2,44,22
22,16,7,228,114
89,79,2,318,159
50,39,2,156,78
90,59,2,238,119
12,6,6,82,41
9,8,2,32,16
4,2,6,34,17
31,27,5,270,135
49,46,2,184,92
6,6,2,24,12
40,32,2,130,65
40,34,5,342,171
10,7,5,70,35
46,43,2,174,87
20,15,6,180,90
52,42,7,588,294
60,34,7,486,243
29,21,2,84,42
51,38,6,466,233
1,1,1,2,1
12,11,2,46,23
9,4,7,62,31
32,26,2,104,52
60,53,2,214,107
22,21,2,86,43
16,15,2,60,30
8,6,2,24,12
61,48,6,582,291
29,27,2,108,54
37,35,2,140,70
30,19,7,278,139
59,33,12,798,399
27,20,7,290,145
27,14,2,58,29
27,10,5,102,51
61,36,2,146,73
42,29,5,292,146
5,4,2,18,9
51,36,7,504,252
42,42,1,84,42
13,6,7,94,47
21,12,7,176,88
38,38,1,76,38
29,28,21,1194,597
33,20,2,80,40
55,25,7,352,176
16,16,2,64,32
67,55,2,222,111
55,47,2,188,94
100,46,7,644,322
27,21,2,86,43
53,38,7,544,272
12,9,6,116,58
61,47,2,188,94
15,14,2,58,29
31,19,2,78,39
28,13,7,184,92
20,11,7,160,80
26,14,6,174,87
44,33,2,134,67
36,29,2,118,59
13,7,7,98,49
61,35,6,420,210
124,95,2,380,190
57,24,7,348,174
7,7,1,14,7
59,42,6,512,256
57,46,2,186,93
67,43,7,614,307
43,31,2,126,63
32,32,1,64,32
20,18,2,74,37
1,1,1,2,1
31,29,2,116,58
37,18,6,218,109
72,36,7,510,255
70,29,7,414,207
22,13,2,52,26
30,16,7,230,115
11,6,6,78,39
24,19,2,78,39
44,37,2,150,75
42,23,2,94,47
10,8,6,98,49
72,57,2,228,114
18,9,7,126,63
2,2,1,4,2
34,29,17,988,494
43,39,2,158,79
15,13,2,54,27
82,42,7,598,299
57,28,7,392,196
20,9,7,138,69
29,21,2,86,43
30,20,2,80,40
62,43,7,602,301
25,19,2,78,39
52,28,7,398,199
34,29,2,118,59
41,27,2,108,54
25,19,6,228,114
33,27,2,110,55
74,39,6,472,236
40,27,2,110,55
6,6,2,24,12
52,31,2,126,63
54,42,2,170,85
12,9,2,38,19
25,13,7,188,94
2,2,2,8,4
53,53,1,106,53
12,8,2,34,17
15,11,6,134,67
26,18,2,72,36
29,19,7,272,136
28,14,6,172,86
35,29,2,116,58
22,15,7,210,105
29,20,2,80,40
222,70,6,842,421
19,9,7,132,66
41,22,6,272,136
45,27,2,108,54
33,29,6,358,179
58,28,7,398,199
46,34,2,136,68
7,5,2,22,11
22,11,7,154,77
12,11,2,44,22
22,13,6,166,83
56,36,2,146,73
47,29,7,418,209
18,7,6,88,44
34,24,5,244,122
25,22,2,90,45
33,25,6,304,152
32,22,2,90,45
27,27,1,54,27
69,68,2,274,137
33,20,2,80,40
25,23,2,94,47
47,21,5,212,106
20,8,6,106,53
45,26,7,372,186
52,32,7,450,225
71,26,7,374,187
39,18,7,256,128
36,19,7,274,137
31,23,2,94,47
40,31,2,124,62
28,25,2,102,51
35,32,2,128,64
22,11,5,114,57
42,36,2,144,72
2,1,2,6,3
67,58,2,234,117
21,20,2,82,41
38,31,2,124,62
64,44,2,176,88
68,46,6,554,277
48,47,2,188,94
28,19,5,192,96
28,20,2,80,40
33,25,6,304,152
14,9,2,36,18
56,29,6,350,175
31,27,2,108,54
10,8,2,32,16
27,17,5,172,86
45,28,6,340,170
17,16,2,64,32
86,78,2,314,157
34,22,7,320,160
36,28,2,112,56
24,20,6,240,120
54,28,7,402,201
10,9,4,74,37
42,41,2,164,82
56,44,2,178,89
8,6,2,26,13
16,13,4,104,52
3,2,2,10,5
41,27,2,108,54
16,13,2,52,26
27,24,2,98,49
52,33,2,134,67
16,12,2,50,25
19,14,5,140,70
47,35,6,422,211
50,35,2,142,71
56,37,7,526,263
23,11,8,186,93
15,6,6,74,37
73,44,7,626,313
68,59,2,236,118
32,28,2,112,56
38,25,2,100,50
41,24,6,296,148
34,15,7,214,107
13,6,6,72,36
37,37,1,74,37
38,28,2,112,56
77,43,6,526,263
32,31,2,126,63
19,16,2,64,32
53,34,6,416,208
24,18,2,74,37
21,17,2,70,35
8,8,1,16,8
28,17,5,174,87
44,35,2,142,71
39,30,2,122,61
15,14,2,58,29
18,10,6,120,60
23,15,5,152,76
11,9,2,36,18
30,24,2,98,49
34,19,6,238,119
7,6,2,26,13
63,50,2,202,101
85,63,2,254,127
21,12,7,174,87
24,10,7,148,74
16,13,2,52,26
53,49,2,198,99
18,10,7,140,70
18,17,2,68,34
22,20,2,80,40
12,10,2,42,21
52,48,2,194,97
8,7,2,28,14
10,9,2,38,19
15,15,2,60,30
24,21,7,294,147
48,29,2,118,59
57,50,2,202,101
26,15,7,214,107
29,22,2,90,45
50,19,7,268,134
16,15,2,62,31
23,14,6,176,88
24,12,6,152,76
10,10,1,20,10
16,11,6,136,68
54,52,2,208,104
13,8,6,100,50
11,9,2,36,18
43,32,6,388,194
8,5,2,22,11
23,19,6,228,114
55,47,2,188,94
41,26,2,106,53
15,8,6,104,52
20,14,2,58,29
10,9,2,38,19
14,9,6,110,55
19,16,2,66,33
47,35,2,142,71
37,21,2,86,43
29,24,2,98,49
57,37,7,528,264
23,17,2,68,34
7,5,7,80,40
40,38,2,152,76
16,9,2,38,19
12,11,2,44,22
32,27,2,108,54
28,17,6,208,104
24,18,2,72,36
10,5,2,22,11
49,32,2,130,65
58,57,2,228,114
32,24,2,98,49
29,23,2,92,46
27,20,6,244,122
54,33,7,470,235
22,18,5,184,92
30,22,2,90,45
2,2,1,4,2
41,36,2,146,73
19,14,6,174,87
20,16,2,64,32
68,35,7,496,248
39,24,6,294,147
60,30,7,426,213
22,10,6,124,62
11,6,6,72,36
31,20,7,286,143
23,10,7,152,76
28,10,7,152,76
45,40,2,160,80
6,6,1,12,6
32,30,2,122,61
33,29,2,116,58
14,10,7,150,75
44,27,6,334,167
45,35,2,140,70
43,28,7,402,201
17,13,2,52,26
7,5,6,64,32
29,20,2,82,41
53,39,2,158,79
67,56,2,226,113
39,36,2,144,72
59,49,2,198,99
25,11,6,132,66
35,22,2,88,44
34,17,7,240,120
10,9,2,36,18
19,11,6,142,71
26,15,2,62,31
39,36,2,144,72
50,40,6,490,245
22,11,7,158,79
30,24,2,98,49
35,14,6,168,84
25,14,7,206,103
44,33,2,134,67
40,36,2,146,73
24,20,2,82,41
8,5,2,22,11
13,8,2,32,16
12,7,7,108,54
24,24,1,48,24
36,29,2,116,58
8,7,2,30,15
44,33,5,332,166
62,52,6,634,317
35,23,2,94,47
9,6,5,64,32
43,21,7,296,148
42,42,2,168,84
34,17,5,176,88
12,9,2,36,18
19,14,2,58,29
61,56,2,224,112
12,8,2,32,16
83,36,7,516,258
19,19,1,38,19
70,50,2,202,101
23,21,2,84,42
64,46,2,184,92
3,3,1,6,3
37,31,2,126,63
14,14,1,28,14
47,40,2,160,80
21,10,5,102,51
38,14,7,200,100
15,10,2,42,21
9,6,3,36,18
15,8,7,116,58
24,11,7,166,83
13,8,7,114,57
22,22,1,44,22
28,15,7,210,105
6,4,6,52,26
47,19,6,230,115
37,21,7,302,151
47,28,2,114,57
42,33,2,132,66
3,3,1,6,3
61,32,6,392,196
15,10,7,146,73
28,24,2,96,48
71,29,7,406,203
65,49,2,198,99
14,13,2,54,27
35,17,6,214,107
35,26,2,106,53
55,49,2,198,99
31,12,7,168,84
32,32,1,64,32
49,42,2,170,85
11,8,2,32,16
43,43,2,172,86
34,21,7,298,149
33,30,2,122,61
39,25,2,102,51
5,5,1,10,5
41,20,5,208,104
6,5,2,22,11
29,28,2,114,57
97,26,5,264,132
68,36,2,144,72
60,44,6,536,268
32,19,7,270,135
44,33,2,132,66
14,10,6,126,63
45,33,2,132,66
32,19,6,234,117
45,44,2,178,89
21,12,6,146,73
38,32,2,128,64
33,20,6,244,122
35,30,2,122,61
34,26,2,106,53
30,22,2,90,45
10,6,6,76,38
28,25,2,102,51
88,45,7,640,320
17,14,4,112,56
25,16,7,234,117
45,28,6,336,168
62,49,2,198,99
43,32,5,326,163
22,10,3,62,31
23,12,6,150,75
86,54,6,658,329
36,25,5,252,126
10,6,4,50,25
44,28,6,340,170
26,13,6,156,78
26,10,6,124,62
24,23,2,92,46
35,34,2,136,68
14,8,6,106,53
19,16,2,64,32
17,14,2,58,29
37,27,2,110,55
24,18,2,72,36
43,34,2,136,68
28,13,6,160,80
61,22,7,320,160
16,16,1,32,16
31,22,2,88,44
42,32,6,386,193
14,11,4,88,44
6,2,4,22,11
43,39,2,156,78
32,29,2,116,58
24,9,6,116,58
29,29,1,58,29
37,31,2,126,63
15,7,6,90,45
36,26,2,106,53
9,7,2,30,15
37,19,7,278,139
36,29,6,348,174
36,23,2,94,47
14,8,5,82,41
66,29,7,416,208
8,6,2,26,13
12,11,2,44,22
32,18,7,260,130
56,43,5,434,217
45,37,2,148,74
62,54,2,218,109
20,13,2,52,26
22,13,6,156,78
30,18,2,72,36
30,18,5,186,93
8,7,2,28,14
25,23,2,92,46
22,16,2,66,33
33,25,7,358,179
19,18,2,72,36
12,11,2,44,22
19,9,7,126,63
9,5,2,22,11
23,22,2,88,44
9,6,2,26,13
10,5,6,70,35
15,8,2,34,17
15,11,2,44,22
17,12,2,48,24
12,7,2,28,14
87,57,2,230,115
10,6,6,74,37
5,5,1,10,5
56,45,5,454,227
31,24,2,96,48
23,16,2,64,32
4,4,1,8,4
23,14,2,56,28
40,38,2,154,77
28,16,3,98,49
46,33,2,132,66
15,7,7,106,53
77,57,2,228,114
32,22,2,90,45
17,14,2,56,28
21,10,7,146,73
24,22,2,90,45
47,31,5,316,158
31,25,2,100,50
23,17,2,68,34
56,44,2,176,88
28,15,6,184,92
33,29,2,118,59
21,9,7,128,64
25,15,7,214,107
55,27,7,386,193
11,8,5,80,40
55,33,6,398,199
5,3,6,38,19
76,68,2,272,136
42,42,1,84,42
47,46,2,186,93
17,14,2,58,29
15,9,2,38,19
11,9,2,36,18
29,18,2,74,37
68,32,6,384,192
15,8,6,102,51
24,12,6,146,73
8,8,1,16,8
39,27,2,110,55
44,25,2,102,51
17,13,6,158,79
9,6,2,24,12
57,21,7,302,151
45,30,7,424,212
23,14,7,204,102
20,16,2,66,33
26,16,2,66,33
46,24,6,294,147
64,43,2,172,86
21,14,7,204,102
78,32,7,456,228
25,16,7,224,112
64,59,2,238,119
46,39,2,156,78
67,46,7,648,324
19,16,2,66,33
28,15,6,182,91
11,8,2,32,16
70,48,6,578,289
13,11,2,44,22
68,49,6,588,294
25,14,2,58,29
15,13,2,54,27
6,4,2,18,9
16,15,2,62,31
55,42,2,168,84
75,46,2,186,93
37,31,7,438,219
46,28,7,396,198
15,15,2,60,30
14,10,2,42,21
18,13,2,54,27
17,11,2,44,22
56,45,5,452,226
16,9,5,94,47
40,20,7,288,144
22,18,2,72,36
45,28,2,114,57
21,18,2,74,37
29,20,2,80,40
36,28,2,112,56
48,32,2,130,65
37,32,2,130,65
28,20,3,120,60
36,29,6,358,179
20,13,6,158,79
44,38,2,154,77
50,42,2,168,84
59,21,6,254,127
44,25,8,400,200
84,36,6,434,217
1,1,2,4,2
32,21,6,254,127
26,14,7,200,100
22,17,2,70,35
9,8,4,64,32
53,33,2,132,66
2,2,2,8,4
67,40,6,484,242
47,41,2,166,83
10,7,4,58,29
61,44,6,534,267
25,7,6,94,47
29,19,2,78,39
36,36,2,144,72
21,12,7,170,85
48,44,2,178,89
13,6,6,74,37
30,21,2,84,42
12,9,2,38,19
56,28,7,402,201
32,27,2,108,54
47,25,2,102,51
46,34,2,138,69
15,7,7,110,55
26,22,2,90,45
26,25,2,100,50
23,14,5,148,74
36,18,5,182,91
50,37,6,452,226
82,17,7,250,125
4,4,1,8,4
21,21,2,84,42
59,24,5,244,122
3,2,2,10,5
73,55,2,220,110
26,19,6,236,118
33,24,2,96,48
31,20,2,82,41
52,31,2,124,62
14,6,7,86,43
22,17,2,68,34
38,21,2,86,43
40,35,2,140,70
20,18,2,72,36
35,12,7,168,84
36,18,5,180,90
34,23,6,276,138
20,20,1,40,20
30,26,4,212,106
66,45,6,546,273
38,35,2,142,71
59,40,6,484,242
57,56,2,226,113
37,31,2,126,63
24,18,2,72,36
60,36,2,146,73
20,17,2,68,34
21,15,2,60,30
26,14,2,56,28
7,4,2,16,8
24,19,4,158,79
55,48,2,194,97
41,23,2,94,47
33,31,2,124,62
49,31,6,380,190
24,15,6,182,91
7,7,1,14,7
62,39,7,556,278
31,24,2,98,49
8,5,6,64,32
15,13,2,54,27
35,20,7,290,145
55,42,2,168,84
77,52,2,210,105
17,14,2,58,29
15,15,1,30,15
33,18,7,252,126
14,10,2,40,20
40,32,2,128,64
32,21,2,84,42
7,7,1,14,7
9,7,2,30,15
35,25,7,356,178
16,13,2,54,27
29,11,6,140,70
73,65,2,262,131
28,21,2,84,42
47,47,1,94,47
47,46,2,184,92
43,42,2,170,85
35,28,6,338,169
20,12,2,48,24
17,15,2,62,31
37,23,2,92,46
15,14,2,58,29
19,13,2,52,26
60,59,2,238,119
55,41,5,418,209
16,13,5,136,68
13,13,1,26,13
37,34,3,204,102
61,54,2,216,108
60,32,6,394,197
35,30,6,368,184
31,23,2,92,46
44,26,2,106,53
37,35,2,140,70
67,36,7,514,257
55,55,1,110,55
74,69,2,276,138
37,32,2,128,64
68,46,6,562,281
47,34,2,138,69
52,35,2,142,71
28,15,2,62,31
52,49,2,198,99
32,24,6,298,149
27,22,2,90,45
36,29,2,118,59
9,8,2,34,17
10,10,1,20,10
55,37,2,150,75
26,18,2,74,37
14,9,2,38,19
14,13,2,54,27
94,32,5,320,160
42,37,2,148,74
34,29,2,118,59
16,15,2,62,31
25,13,2,54,27
15,13,2,54,27
22,6,7,92,46
47,37,2,150,75
16,14,2,56,28
36,26,2,106,53
50,33,7,466,233
36,23,6,282,141
42,35,6,424,212
45,29,6,358,179
72,35,7,500,250
10,7,6,84,42
54,44,6,528,264
38,20,6,244,122
31,18,6,216,108
19,11,6,134,67
46,25,6,306,153
53,30,6,370,185
15,6,5,62,31
33,21,5,214,107
13,8,7,114,57
25,14,14,412,206
65,29,6,352,176
33,22,4,180,90
23,8,6,100,50
16,13,5,134,67
31,13,7,186,93
31,20,6,244,122
45,23,7,326,163
56,33,7,474,237
19,10,2,42,21
54,39,17,1328,664
42,34,6,412,206
23,11,6,136,68
13,6,3,38,19
7,4,7,56,28
15,11,7,166,83
59,36,6,434,217
12,6,6,82,41
24,14,6,170,85
17,7,5,70,35
50,22,7,320,160
60,23,7,332,166
35,17,7,240,120
37,21,3,130,65
19,12,6,150,75
15,10,3,62,31
25,20,7,284,142
11,6,7,92,46
25,12,7,176,88
57,32,6,392,196
57,34,6,412,206
38,28,6,346,173
19,12,5,126,63
20,16,4,128,64
38,22,6,274,137
37,22,7,312,156
20,11,6,136,68
6,4,5,46,23
33,24,7,342,171
22,12,7,178,89
22,15,6,184,92
45,29,7,410,205
20,11,6,140,70
7,5,5,50,25
15,8,7,112,56
65,44,6,530,265
51,34,7,478,239
47,31,7,444,222
20,9,7,136,68
35,18,6,218,109
25,14,6,178,89
19,11,7,158,79
29,19,5,190,95
31,14,7,198,99
42,32,6,384,192
27,18,7,262,131
65,38,7,534,267
58,43,6,516,258
19,9,5,90,45
43,35,6,424,212
65,40,7,568,284
55,28,7,402,201
44,19,6,228,114
57,36,6,440,220
25,14,5,144,72
47,22,7,308,154
20,13,7,194,97
47,30,7,422,211
76,40,7,572,286
11,5,6,70,35
20,8,6,104,52
33,23,6,284,142
43,22,6,272,136
11,6,7,92,46
23,17,7,244,122
80,62,6,748,374
30,20,6,248,124
57,38,7,536,268
21,12,6,144,72
11,7,6,86,43
5,2,7,36,18
30,10,5,108,54
64,39,7,548,274
16,10,7,142,71
33,21,7,298,149
49,39,7,556,278
10,5,5,58,29
40,24,7,348,174
29,15,6,190,95
53,38,7,536,268
67,30,7,426,213
18,9,7,134,67
37,32,6,392,196
12,5,4,46,23
68,21,7,304,152
9,4,6,56,28
37,21,6,252,126
78,49,6,598,299
31,20,6,242,121
12,6,6,82,41
9,5,5,52,26
84,48,6,582,291
15,10,6,126,63
29,18,7,258,129
32,19,5,196,98
68,31,7,444,222
35,10,6,122,61
18,10,7,142,71
33,23,6,280,140
22,10,5,102,51
24,15,5,150,75
41,29,6,354,177
12,4,6,56,28
76,32,7,460,230
44,31,6,380,190
11,6,7,88,44
19,9,7,138,69
47,25,5,252,126
44,35,6,426,213
40,34,36,2500,1250
43,17,6,214,107
117,41,6,494,247
20,15,6,186,93
59,40,6,486,243
44,21,6,254,127
42,31,7,436,218
23,15,7,216,108
56,32,7,450,225
22,10,6,120,60
28,14,6,168,84
24,16,6,200,100
35,17,6,208,104
17,12,7,174,87
16,11,5,118,59
34,12,7,180,90
52,30,7,422,211
25,11,5,110,55
11,8,7,114,57
33,24,6,296,148
100,52,7,728,364
52,24,6,296,148
6,4,2,18,9
63,46,6,556,278
39,22,6,272,136
62,29,7,410,205
48,22,7,308,154
62,29,3,174,87
30,19,6,236,118
7,7,1,14,7
29,20,7,280,140
32,15,5,158,79
76,38,7,544,272
50,35,6,426,213
29,13,6,158,79
16,10,6,120,60
13,7,6,94,47
32,19,6,234,117
37,32,7,456,228
83,55,6,670,335
10,5,6,70,35
67,41,7,576,288
13,8,7,114,57
56,33,2,134,67
48,33,41,2780,1390
42,34,6,410,205
18,10,7,152,76
86,47,6,564,282
34,21,7,294,147
26,12,7,180,90
11,11,1,22,11
38,19,7,270,135
23,14,6,176,88
59,42,7,596,298
13,7,6,86,43
50,32,7,450,225
47,19,6,228,114
34,18,6,218,109
29,21,6,258,129
39,31,6,374,187
35,21,7,304,152
31,19,6,234,117
10,7,4,60,30
60,45,6,550,275
55,38,6,466,233
17,10,6,122,61
56,26,6,318,159
3,2,5,20,10
73,65,5,650,325
10,7,6,88,44
12,8,6,96,48
23,9,7,138,69
30,15,6,184,92
27,17,6,204,102
28,14,6,178,89
31,16,7,230,115
46,30,6,364,182
20,12,6,152,76
16,10,6,122,61
54,39,5,392,196
80,36,6,440,220
32,26,6,312,156
39,20,7,288,144
39,24,7,340,170
6,4,6,50,25
29,14,7,206,103
24,15,5,154,77
19,12,6,148,74
56,27,7,386,193
37,21,7,300,150
24,18,5,182,91
42,13,7,192,96
22,19,5,190,95
19,16,5,168,84
42,25,6,300,150
35,21,7,296,148
22,15,5,156,78
80,36,7,514,257
51,22,7,308,154
96,96,1,192,96
29,18,6,218,109
24,13,7,188,94
16,9,6,116,58
35,25,7,354,177
52,33,7,468,234
38,23,7,332,166
23,15,7,216,108
20,12,7,174,87
25,17,6,208,104
31,19,7,266,133
29,18,7,262,131
25,14,7,202,101
22,10,6,130,65
38,25,6,304,152
6,5,3,32,16
74,36,7,506,253
26,17,7,246,123
38,18,7,264,132
78,23,7,326,163
33,25,3,152,76
80,49,6,596,298
59,51,7,714,357
22,14,5,142,71
30,13,6,156,78
28,24,6,288,144
14,7,6,94,47
28,18,6,224,112
15,11,6,134,67
19,7,7,102,51
17,10,5,108,54
50,33,6,398,199
22,14,6,172,86
69,33,7,462,231
31,22,6,272,136
30,25,7,360,180
29,17,6,212,106
32,24,7,346,173
16,10,12,248,124
42,30,7,424,212
36,31,6,374,187
14,8,6,102,51
34,21,16,674,337
17,8,5,86,43
37,20,7,290,145
21,12,7,178,89
30,18,7,262,131
31,20,7,292,146
19,7,6,90,45
28,15,5,158,79
46,33,6,398,199
48,21,7,296,148
68,30,7,424,212
13,10,11,232,116
25,10,6,130,65
55,33,7,462,231
142,43,7,614,307
55,44,7,620,310
27,19,6,234,117
47,34,6,414,207
37,15,6,186,93
10,4,7,66,33
31,21,5,214,107
32,21,7,304,152
82,50,7,702,351
30,24,7,336,168
20,14,6,168,84
37,25,6,300,150
20,12,7,172,86
21,11,6,136,68
13,6,6,76,38
16,11,5,118,59
47,32,7,452,226
29,19,6,234,117
28,17,7,246,123
11,8,6,102,51
23,16,6,194,97
16,12,7,178,89
26,20,6,248,124
30,16,5,162,81
11,5,6,64,32
78,56,6,682,341
56,37,6,446,223
23,11,7,162,81
36,19,7,274,137
15,9,7,132,66
58,49,6,594,297
15,10,6,124,62
38,21,7,296,148
18,14,7,204,102
14,9,7,138,69
50,30,7,422,211
9,4,7,64,32
14,9,3,54,27
12,7,5,74,37
29,19,7,274,137
35,24,6,292,146
42,15,6,188,94
31,15,7,214,107
33,12,7,170,85
30,10,5,100,50
44,24,6,294,147
28,14,7,198,99
17,10,7,148,74
32,14,7,208,104
11,6,6,80,40
20,10,6,126,63
66,44,6,536,268
20,7,7,102,51
31,13,7,194,97
45,38,6,456,228
12,7,6,84,42
39,23,5,238,119
65,37,6,446,223
38,21,7,294,147
22,10,5,104,52
20,14,6,172,86
25,7,7,108,54
16,9,6,118,59
17,10,6,126,63
29,22,7,310,155
55,23,7,322,161
45,21,7,298,149
76,36,7,510,255
18,12,6,148,74
11,5,7,82,41
40,26,6,312,156
29,19,2,78,39
11,7,7,98,49
25,17,6,214,107
24,15,5,156,78
28,21,7,304,152
15,8,5,80,40
50,31,6,380,190
55,38,7,532,266
22,12,7,170,85
18,10,7,144,72
33,20,5,206,103
51,30,7,424,212
33,21,5,214,107
23,18,6,222,111
2,1,6,14,7
41,21,7,296,148
13,9,6,110,55
19,10,6,130,65
72,35,8,574,287
34,24,6,294,147
44,35,7,492,246
21,15,6,182,91
18,10,5,102,51
28,16,6,198,99
67,19,7,268,134
29,14,7,208,104
38,26,7,364,182
11,6,6,80,40
40,21,6,260,130
34,27,6,334,167
17,10,7,152,76
53,21,7,304,152
44,29,6,358,179
43,29,7,414,207
16,7,7,106,53
6,4,5,40,20
29,22,7,316,158
58,35,6,422,211
38,28,6,338,169
52,30,7,432,216
31,23,6,286,143
16,13,6,164,82
42,26,6,322,161
24,17,6,208,104
22,14,6,172,86
20,10,6,122,61
18,9,7,130,65
37,18,6,226,113
61,46,6,556,278
25,12,6,152,76
32,13,7,192,96
33,19,6,230,115
38,18,5,180,90
30,19,6,238,119
108,46,7,646,323
19,12,7,172,86
19,13,6,166,83
16,6,5,64,32
17,8,7,114,57
37,15,5,156,78
34,19,7,268,134
17,11,6,142,71
79,41,5,416,208
54,42,7,596,298
43,30,7,424,212
7,6,5,60,30
40,29,7,412,206
39,24,7,340,170
14,9,5,90,45
13,8,7,116,58
12,7,7,108,54
61,49,7,696,348
12,6,7,86,43
58,33,6,400,200
10,7,5,72,36
68,34,7,488,244
23,11,6,132,66
63,42,7,588,294
15,7,5,74,37
37,29,7,416,208
23,21,6,256,128
55,30,7,420,210
15,8,5,80,40
21,11,7,158,79
28,9,7,126,63
5,4,2,18,9
34,12,7,172,86
20,16,6,192,96
19,8,7,112,56
32,18,5,184,92
26,13,7,186,93
9,5,6,62,31
22,14,6,168,84
40,23,7,322,161
47,16,7,232,116
54,42,6,508,254
12,6,3,36,18
43,28,6,340,170
26,15,7,210,105
26,14,7,202,101
36,24,6,298,149
89,40,6,482,241
22,18,7,254,127
33,21,6,252,126
24,18,6,224,112
58,26,7,374,187
11,7,7,100,50
34,19,6,232,116
59,20,8,322,161
21,13,7,184,92
60,24,7,348,174
28,17,7,246,123
44,28,6,340,170
38,29,5,292,146
7,4,3,26,13
21,15,5,152,76
9,7,6,84,42
32,17,7,242,121
10,7,4,58,29
65,40,6,486,243
58,45,6,548,274
23,18,7,252,126
40,17,5,174,87
15,10,5,106,53
35,22,6,264,132
28,18,6,222,111
39,23,6,278,139
27,15,5,158,79
32,22,7,308,154
34,22,5,228,114
36,22,6,272,136
33,18,7,262,131
13,8,7,122,61
15,12,3,74,37
33,15,7,220,110
88,42,7,598,299
22,10,6,120,60
28,13,7,190,95
34,24,6,294,147
74,44,6,528,264
39,21,5,214,107
13,8,7,116,58
20,9,7,132,66
88,54,6,656,328
50,29,6,354,177
9,6,4,52,26
60,34,5,340,170
21,13,5,132,66
32,10,6,122,61
22,16,6,198,99
36,25,6,310,155
25,14,6,178,89
33,11,7,160,80
21,13,7,186,93
27,19,7,266,133
14,8,6,96,48
56,27,7,384,192
25,9,7,128,64
45,21,7,302,151
13,9,6,112,56
34,27,6,332,166
44,33,6,402,201
27,14,5,142,71
7,4,6,48,24
48,33,7,470,235
8,3,3,20,10
34,25,6,300,150
23,12,6,154,77
31,18,5,186,93
31,21,7,300,150
16,7,6,88,44
32,22,6,270,135
11,7,6,84,42
35,20,7,292,146
43,32,6,390,195
75,27,7,384,192
14,9,6,112,56
36,24,7,338,169
10,6,7,84,42
15,9,7,136,68
27,17,6,204,102
53,46,6,562,281
58,36,6,442,221
36,31,5,314,157
17,12,5,120,60
14,9,6,108,54
23,13,7,184,92
22,15,5,152,76
13,8,6,100,50
31,19,6,238,119
27,20,6,246,123
41,27,7,390,195
30,14,7,208,104
9,5,6,62,31
20,10,7,150,75
8,4,5,42,21
36,28,5,280,140
13,9,6,112,56
15,6,6,80,40
14,7,7,98,49
27,12,7,174,87
15,8,7,116,58
12,7,5,76,38
79,58,6,696,348
7,4,6,58,29
7,5,4,46,23
56,42,6,514,257
33,18,6,216,108
30,14,6,174,87
18,11,7,154,77
25,16,7,228,114
29,18,7,252,126
30,19,4,154,77
60,40,7,562,281
9,6,6,74,37
35,23,7,330,165
34,15,6,184,92
17,9,6,116,58
22,11,7,164,82
42,27,7,380,190
36,29,5,296,148
26,17,6,214,107
40,23,7,334,167
52,26,6,318,159
25,15,6,188,94
45,22,7,316,158
17,8,7,120,60
18,10,7,150,75
48,27,7,382,191
18,13,5,134,67
66,43,6,526,263
7,4,7,56,28
57,43,7,604,302
74,34,7,478,239
70,43,6,526,263
53,37,7,530,265
21,9,5,90,45
22,14,5,144,72
27,14,6,170,85
39,19,7,272,136
90,26,6,312,156
8,6,4,54,27
22,10,7,146,73
24,14,6,174,87
40,19,5,192,96
46,16,6,202,101
25,14,7,206,103
8,4,5,48,24
40,19,7,266,133
37,22,7,314,157
18,9,7,136,68
22,13,5,136,68
14,8,7,122,61
29,16,6,194,97
62,36,6,442,221
31,16,7,236,118
79,30,7,424,212
39,18,7,256,128
74,58,5,584,292
40,27,6,332,166
76,30,7,426,213
30,19,4,154,77
23,12,6,148,74
7,5,5,50,25
56,40,6,482,241
23,14,5,146,73
62,44,6,538,269
33,16,6,198,99
29,13,5,136,68
15,8,6,96,48
14,8,7,122,61
58,31,7,440,220
23,11,6,132,66
38,29,7,406,203
34,20,7,288,144
23,12,7,172,86
7,3,5,38,19
15,11,6,138,69
16,8,6,104,52
46,38,5,382,191
21,10,6,124,62
34,20,8,326,163
24,12,7,174,87
21,16,6,196,98
21,14,5,142,71
30,14,6,172,86
45,25,5,258,129
46,23,6,276,138
49,28,6,346,173
39,22,7,308,154
48,34,6,408,204
26,12,7,176,88
53,22,6,268,134
48,29,7,416,208
59,23,6,278,139
64,25,3,154,77
43,26,6,316,158
55,30,6,366,183
1,1,7,14,7
42,23,6,282,141
25,12,6,152,76
20,12,7,172,86
21,16,11,366,183
42,27,7,382,191
6,3,6,46,23
52,32,6,394,197
44,28,7,402,201
5,4,3,24,12
55,35,6,430,215
17,9,5,94,47
33,18,6,224,112
33,23,6,280,140
18,6,7,90,45
48,34,7,476,238
7,5,6,60,30
